LECROYWR104Xi,20088,Waveform
Segments,1,SegmentSize,2502
Segment,TrigTime,TimeSinceSegment1
#1,26-Sep-2016 03:41:35,0                 
Time,Ampl
-4.91838e-008,-0.00162359
-4.89838e-008,0.00477616
-4.87838e-008,-0.00162359
-4.85838e-008,-0.00162359
-4.83838e-008,0.0111759
-4.81838e-008,-0.00802335
-4.79838e-008,-0.00162359
-4.77838e-008,-0.00162359
-4.75838e-008,-0.0144231
-4.73838e-008,-0.00162359
-4.71838e-008,0.00477616
-4.69838e-008,-0.0144231
-4.67838e-008,-0.00162359
-4.65838e-008,0.00477616
-4.63838e-008,-0.00162359
-4.61838e-008,-0.00162359
-4.59838e-008,0.0111759
-4.57838e-008,0.00477616
-4.55838e-008,-0.00162359
-4.53838e-008,0.0111759
-4.51838e-008,-0.00162359
-4.49838e-008,0.00477616
-4.47838e-008,0.00477616
-4.45838e-008,-0.00162359
-4.43838e-008,-0.0144231
-4.41838e-008,-0.00802335
-4.39838e-008,-0.00802335
-4.37838e-008,0.00477616
-4.35838e-008,-0.00162359
-4.33838e-008,-0.00162359
-4.31838e-008,0.00477616
-4.29838e-008,0.0111759
-4.27838e-008,-0.00162359
-4.25838e-008,-0.00802335
-4.23838e-008,-0.00162359
-4.21838e-008,-0.00162359
-4.19838e-008,-0.00802335
-4.17838e-008,-0.00162359
-4.15838e-008,-0.00802335
-4.13838e-008,-0.00162359
-4.11838e-008,-0.00162359
-4.09838e-008,-0.00802335
-4.07838e-008,0.00477616
-4.05838e-008,0.00477616
-4.03838e-008,-0.0144231
-4.01838e-008,-0.00162359
-3.99838e-008,-0.00802335
-3.97838e-008,-0.00162359
-3.95838e-008,-0.00162359
-3.93838e-008,-0.00162359
-3.91838e-008,-0.00162359
-3.89838e-008,-0.00162359
-3.87838e-008,-0.00162359
-3.85838e-008,-0.00162359
-3.83838e-008,-0.0144231
-3.81838e-008,-0.00162359
-3.79838e-008,-0.00162359
-3.77838e-008,-0.00162359
-3.75838e-008,-0.00162359
-3.73838e-008,-0.00802335
-3.71838e-008,-0.00162359
-3.69838e-008,-0.0144231
-3.67838e-008,-0.0144231
-3.65838e-008,0.00477616
-3.63838e-008,-0.00162359
-3.61838e-008,0.0111759
-3.59838e-008,0.00477616
-3.57838e-008,-0.00162359
-3.55838e-008,-0.00802335
-3.53838e-008,0.00477616
-3.51838e-008,0.00477616
-3.49838e-008,0.00477616
-3.47838e-008,-0.00162359
-3.45838e-008,0.00477616
-3.43838e-008,0.0111759
-3.41838e-008,-0.00162359
