LECROYWR104Xi,20088,Waveform
Segments,1,SegmentSize,5002
Segment,TrigTime,TimeSinceSegment1
#1,26-Sep-2016 08:51:58,0                 
Time,Ampl
-9.815587e-008,0.00759287
-9.795587e-008,-0.00520664
-9.775587e-008,0.00759287
-9.755587e-008,-0.00520664
-9.735587e-008,-0.00520664
-9.715587e-008,-0.00520664
-9.695587e-008,-0.00520664
-9.675587e-008,0.0139926
-9.655587e-008,0.00759287
-9.635587e-008,-0.0116064
-9.615587e-008,-0.0116064
-9.595587e-008,0.00119312
-9.575587e-008,-0.00520664
-9.555587e-008,-0.00520664
-9.535587e-008,0.0139926
-9.515587e-008,-0.00520664
-9.495587e-008,0.00119312
-9.475587e-008,0.00759287
-9.455587e-008,-0.00520664
-9.435587e-008,0.00119312
-9.415587e-008,0.00119312
-9.395587e-008,-0.00520664
-9.375587e-008,-0.00520664
-9.355587e-008,0.00119312
-9.335587e-008,-0.00520664
-9.315587e-008,-0.00520664
-9.295587e-008,0.0139926
-9.275587e-008,0.00119312
-9.255587e-008,0.00119312
-9.235587e-008,0.0139926
-9.215587e-008,0.0139926
-9.195587e-008,0.00759287
-9.175587e-008,0.00119312
-9.155587e-008,0.00759287
-9.135587e-008,0.00759287
-9.115587e-008,0.0139926
-9.095587e-008,-0.00520664
-9.075587e-008,-0.00520664
-9.055587e-008,0.00119312
-9.035587e-008,0.00119312
-9.015587e-008,0.00119312
-8.995587e-008,0.00759287
-8.975587e-008,0.0139926
-8.955587e-008,-0.00520664
-8.935587e-008,0.00119312
-8.915587e-008,-0.00520664
-8.895587e-008,0.00119312
-8.875587e-008,0.00759287
-8.855587e-008,-0.00520664
-8.835587e-008,-0.0116064
-8.815587e-008,0.00119312
-8.795587e-008,-0.00520664
-8.775587e-008,0.0139926
-8.755587e-008,0.00759287
-8.735587e-008,0.00759287
-8.715587e-008,0.0139926
-8.695587e-008,0.0139926
-8.675587e-008,0.0139926
-8.655587e-008,0.00759287
-8.635587e-008,0.00759287
-8.615587e-008,-0.00520664
-8.595587e-008,-0.00520664
-8.575587e-008,0.0203924
-8.555587e-008,0.00119312
-8.535587e-008,-0.00520664
-8.515587e-008,0.0139926
-8.495587e-008,-0.0116064
-8.475587e-008,0.00119312
-8.455587e-008,0.00119312
-8.435587e-008,0.0139926
-8.415587e-008,0.0139926
-8.395587e-008,-0.00520664
-8.375587e-008,0.00119312
-8.355587e-008,0.00759287
-8.335587e-008,0.00759287
-8.315587e-008,0.00119312
-8.295587e-008,-0.00520664
-8.275587e-008,0.00759287
-8.255587e-008,0.00119312
-8.235587e-008,0.00119312
-8.215587e-008,0.0203924
-8.195587e-008,0.00119312
-8.175587e-008,0.00759287
-8.155587e-008,0.00759287
-8.135587e-008,0.00759287
-8.115587e-008,-0.0116064
-8.095587e-008,-0.0116064
-8.075587e-008,0.00119312
-8.055587e-008,-0.00520664
-8.035587e-008,0.00119312
-8.015587e-008,0.00119312
-7.995587e-008,0.00119312
-7.975587e-008,0.00759287
-7.955587e-008,0.00119312
-7.935587e-008,-0.00520664
-7.915587e-008,0.00119312
-7.895587e-008,0.00119312
-7.875587e-008,-0.0116064
-7.855587e-008,-0.00520664
-7.835587e-008,-0.00520664
-7.815587e-008,-0.00520664
-7.795587e-008,0.00759287
-7.775587e-008,-0.00520664
-7.755587e-008,-0.0116064
-7.735587e-008,0.00119312
-7.715587e-008,0.00119312
-7.695587e-008,0.0139926
-7.675587e-008,0.00759287
-7.655587e-008,0.00119312
-7.635587e-008,0.0139926
-7.615587e-008,0.00759287
-7.595587e-008,-0.00520664
-7.575587e-008,-0.00520664
-7.555587e-008,0.00119312
-7.535587e-008,-0.00520664
-7.515587e-008,0.0203924
-7.495587e-008,0.0139926
-7.475587e-008,0.00119312
-7.455587e-008,0.00119312
-7.435587e-008,-0.00520664
-7.415587e-008,-0.0116064
-7.395587e-008,-0.0116064
-7.375587e-008,0.00759287
-7.355587e-008,0.00759287
-7.335587e-008,0.00119312
-7.315587e-008,0.00119312
-7.295587e-008,0.00119312
-7.275587e-008,0.00119312
-7.255587e-008,0.00119312
-7.235587e-008,0.00759287
-7.215587e-008,-0.00520664
-7.195587e-008,0.0139926
-7.175587e-008,-0.00520664
-7.155587e-008,0.00119312
-7.135587e-008,0.00759287
-7.115587e-008,0.00759287
-7.095587e-008,0.00119312
-7.075587e-008,0.00759287
-7.055587e-008,0.00119312
-7.035587e-008,-0.0116064
-7.015587e-008,-0.00520664
-6.995587e-008,-0.0180061
-6.975587e-008,-0.00520664
-6.955587e-008,0.00119312
-6.935587e-008,-0.00520664
-6.915587e-008,-0.00520664
-6.895587e-008,0.00119312
-6.875587e-008,-0.00520664
-6.855587e-008,0.00759287
-6.835587e-008,0.00759287
-6.815587e-008,0.00759287
-6.795587e-008,0.00119312
-6.775587e-008,0.00759287
-6.755587e-008,0.00119312
-6.735587e-008,-0.00520664
-6.715587e-008,0.00759287
-6.695587e-008,-0.00520664
-6.675587e-008,-0.0116064
-6.655587e-008,0.00759287
-6.635587e-008,-0.00520664
-6.615587e-008,-0.00520664
-6.595587e-008,0.00759287
-6.575587e-008,0.00759287
-6.555587e-008,0.00119312
-6.535587e-008,0.00759287
-6.515587e-008,0.00119312
-6.495587e-008,-0.0116064
-6.475587e-008,-0.00520664
-6.455587e-008,-0.0180061
-6.435587e-008,-0.0116064
-6.415587e-008,0.00759287
-6.395587e-008,0.00759287
-6.375587e-008,-0.0116064
-6.355587e-008,0.00119312
-6.335587e-008,-0.0116064
-6.315587e-008,-0.0116064
-6.295587e-008,0.00759287
-6.275587e-008,-0.0116064
-6.255587e-008,-0.0116064
-6.235587e-008,0.00119312
-6.215587e-008,0.0139926
-6.195587e-008,0.00119312
-6.175587e-008,-0.00520664
-6.155587e-008,0.00119312
-6.135587e-008,-0.00520664
-6.115587e-008,0.0139926
-6.095587e-008,0.00119312
-6.075587e-008,-0.0116064
-6.055587e-008,-0.00520664
-6.035587e-008,0.00119312
-6.015587e-008,0.00119312
-5.995587e-008,0.00119312
-5.975587e-008,0.00119312
-5.955587e-008,0.00759287
-5.935587e-008,0.00119312
-5.915587e-008,0.00759287
-5.895587e-008,0.00759287
-5.875587e-008,0.00759287
-5.855587e-008,-0.00520664
-5.835587e-008,0.00119312
-5.815587e-008,0.00119312
-5.795587e-008,0.00119312
-5.775587e-008,0.00119312
-5.755587e-008,0.0139926
-5.735587e-008,0.00759287
-5.715587e-008,0.00119312
-5.695587e-008,0.00119312
-5.675587e-008,-0.0116064
-5.655587e-008,-0.00520664
-5.635587e-008,0.00119312
-5.615587e-008,0.00119312
-5.595587e-008,0.00119312
-5.575587e-008,0.00119312
-5.555587e-008,0.00759287
-5.535587e-008,0.00759287
-5.515587e-008,0.0139926
-5.495587e-008,0.00119312
-5.475587e-008,-0.00520664
-5.455587e-008,0.00119312
-5.435587e-008,0.00119312
-5.415587e-008,0.00119312
-5.395587e-008,0.00759287
-5.375587e-008,-0.00520664
-5.355587e-008,0.00119312
-5.335587e-008,0.00119312
-5.315587e-008,-0.0116064
-5.295587e-008,0.00119312
-5.275587e-008,0.00759287
-5.255587e-008,-0.00520664
-5.235587e-008,0.00759287
-5.215587e-008,0.00119312
-5.195587e-008,0.00119312
-5.175587e-008,0.00119312
