LECROYWR104Xi,20088,Waveform
Segments,1,SegmentSize,5002
Segment,TrigTime,TimeSinceSegment1
#1,25-Sep-2016 22:13:30,0                 
Time,Ampl
-9.160315e-007,-0.00322261
-9.158315e-007,0.00317715
-9.156315e-007,-0.00322261
-9.154315e-007,0.0095769
-9.152315e-007,0.00317715
-9.150315e-007,-0.00322261
-9.148315e-007,0.00317715
-9.146315e-007,-0.00322261
-9.144315e-007,0.0095769
-9.142315e-007,-0.00322261
-9.140315e-007,-0.00322261
-9.138315e-007,-0.00962236
-9.136315e-007,-0.00322261
-9.134315e-007,0.00317715
-9.132315e-007,0.00317715
-9.130315e-007,0.00317715
-9.128315e-007,-0.00322261
-9.126315e-007,0.00317715
-9.124315e-007,0.00317715
-9.122315e-007,0.00317715
-9.120315e-007,0.00317715
-9.118315e-007,-0.00322261
-9.116315e-007,0.00317715
-9.114315e-007,-0.00322261
-9.112315e-007,-0.00322261
-9.110315e-007,-0.00322261
-9.108315e-007,0.0095769
-9.106315e-007,0.0159767
-9.104315e-007,-0.00322261
-9.102315e-007,0.00317715
-9.100315e-007,-0.00322261
-9.098315e-007,-0.00962236
-9.096315e-007,0.0095769
-9.094315e-007,0.00317715
-9.092315e-007,-0.00962236
-9.090315e-007,0.00317715
-9.088315e-007,0.00317715
-9.086315e-007,-0.00962236
-9.084315e-007,-0.00322261
-9.082315e-007,-0.0160221
-9.080315e-007,-0.00962236
-9.078315e-007,0.00317715
-9.076315e-007,-0.0160221
-9.074315e-007,0.0095769
-9.072315e-007,0.0095769
-9.070315e-007,0.00317715
-9.068315e-007,0.0159767
-9.066315e-007,0.0095769
-9.064315e-007,-0.00322261
-9.062315e-007,-0.00322261
-9.060315e-007,-0.00322261
-9.058315e-007,0.00317715
-9.056315e-007,0.00317715
-9.054315e-007,-0.00322261
-9.052315e-007,-0.00962236
-9.050315e-007,0.00317715
-9.048315e-007,0.0095769
-9.046315e-007,-0.0160221
-9.044315e-007,-0.00962236
-9.042315e-007,0.00317715
-9.040315e-007,0.00317715
-9.038315e-007,-0.00322261
-9.036315e-007,0.0095769
-9.034315e-007,0.00317715
-9.032315e-007,-0.00322261
-9.030315e-007,0.0095769
-9.028315e-007,-0.00322261
-9.026315e-007,-0.00962236
-9.024315e-007,0.00317715
-9.022315e-007,-0.00322261
-9.020315e-007,0.00317715
-9.018315e-007,-0.00962236
-9.016315e-007,-0.00962236
-9.014315e-007,-0.00322261
-9.012315e-007,-0.00322261
-9.010315e-007,-0.00322261
-9.008315e-007,-0.00322261
-9.006315e-007,-0.00322261
-9.004315e-007,0.0095769
-9.002315e-007,-0.00962236
-9.000315e-007,-0.00962236
-8.998315e-007,0.00317715
-8.996315e-007,-0.00322261
-8.994315e-007,0.0095769
-8.992315e-007,0.00317715
-8.990315e-007,-0.00322261
-8.988315e-007,0.00317715
-8.986315e-007,-0.00962236
-8.984315e-007,0.00317715
-8.982315e-007,0.0095769
-8.980315e-007,-0.00962236
-8.978315e-007,-0.00962236
-8.976315e-007,-0.00322261
-8.974315e-007,0.00317715
-8.972315e-007,0.0095769
-8.970315e-007,0.00317715
-8.968315e-007,-0.00322261
-8.966315e-007,-0.00322261
-8.964315e-007,-0.00322261
-8.962315e-007,-0.00962236
-8.960315e-007,-0.00322261
-8.958315e-007,0.00317715
-8.956315e-007,0.00317715
-8.954315e-007,-0.00322261
-8.952315e-007,0.00317715
-8.950315e-007,0.0223764
-8.948315e-007,0.00317715
-8.946315e-007,0.0095769
-8.944315e-007,0.00317715
-8.942315e-007,0.0095769
-8.940315e-007,0.00317715
-8.938315e-007,-0.00322261
-8.936315e-007,-0.00322261
-8.934315e-007,-0.00322261
-8.932315e-007,0.0095769
-8.930315e-007,0.00317715
-8.928315e-007,0.00317715
-8.926315e-007,-0.00322261
-8.924315e-007,0.00317715
-8.922315e-007,0.0095769
-8.920315e-007,-0.00962236
-8.918315e-007,0.00317715
-8.916315e-007,-0.00962236
-8.914315e-007,-0.00322261
-8.912315e-007,-0.00322261
-8.910315e-007,-0.00962236
-8.908315e-007,-0.00322261
-8.906315e-007,0.00317715
-8.904315e-007,0.00317715
-8.902315e-007,0.0095769
-8.900315e-007,0.00317715
-8.898315e-007,-0.00322261
-8.896315e-007,-0.00962236
-8.894315e-007,-0.00322261
-8.892315e-007,0.00317715
-8.890315e-007,0.00317715
-8.888315e-007,0.0095769
-8.886315e-007,0.0159767
-8.884315e-007,-0.0160221
-8.882315e-007,-0.00322261
-8.880315e-007,0.0095769
-8.878315e-007,0.00317715
-8.876315e-007,-0.00322261
-8.874315e-007,-0.00322261
-8.872315e-007,-0.00322261
-8.870315e-007,-0.00322261
-8.868315e-007,-0.00962236
-8.866315e-007,-0.00962236
-8.864315e-007,-0.00322261
-8.862315e-007,0.00317715
-8.860315e-007,-0.00322261
-8.858315e-007,-0.00962236
-8.856315e-007,-0.00322261
-8.854315e-007,0.00317715
-8.852315e-007,0.0095769
-8.850315e-007,0.00317715
-8.848315e-007,-0.00322261
-8.846315e-007,-0.00322261
-8.844315e-007,0.00317715
-8.842315e-007,0.0095769
-8.840315e-007,0.00317715
-8.838315e-007,-0.00962236
-8.836315e-007,0.00317715
-8.834315e-007,-0.00322261
-8.832315e-007,-0.00322261
-8.830315e-007,-0.0160221
-8.828315e-007,-0.0160221
-8.826315e-007,0.00317715
-8.824315e-007,-0.00322261
-8.822315e-007,-0.00322261
-8.820315e-007,-0.00322261
-8.818315e-007,-0.0224219
-8.816315e-007,-0.00962236
-8.814315e-007,-0.00322261
-8.812315e-007,-0.00322261
-8.810315e-007,0.00317715
-8.808315e-007,0.0095769
-8.806315e-007,0.0095769
-8.804315e-007,0.00317715
-8.802315e-007,-0.00322261
-8.800315e-007,-0.00962236
-8.798315e-007,0.00317715
-8.796315e-007,0.0095769
-8.794315e-007,0.00317715
-8.792315e-007,0.00317715
-8.790315e-007,0.00317715
-8.788315e-007,-0.00962236
-8.786315e-007,0.00317715
-8.784315e-007,-0.00322261
-8.782315e-007,-0.00322261
-8.780315e-007,0.0095769
-8.778315e-007,-0.00322261
-8.776315e-007,-0.00322261
-8.774315e-007,0.00317715
-8.772315e-007,0.00317715
-8.770315e-007,-0.00322261
-8.768315e-007,-0.00322261
-8.766315e-007,-0.00322261
-8.764315e-007,-0.00322261
-8.762315e-007,0.00317715
-8.760315e-007,0.0095769
-8.758315e-007,-0.00962236
-8.756315e-007,0.00317715
-8.754315e-007,0.00317715
-8.752315e-007,-0.00322261
-8.750315e-007,-0.00322261
-8.748315e-007,-0.00962236
-8.746315e-007,0.0095769
-8.744315e-007,0.00317715
-8.742315e-007,-0.00962236
-8.740315e-007,0.0095769
-8.738315e-007,0.00317715
-8.736315e-007,-0.00322261
-8.734315e-007,0.0095769
-8.732315e-007,-0.00322261
-8.730315e-007,-0.00322261
-8.728315e-007,-0.00962236
-8.726315e-007,-0.00322261
-8.724315e-007,-0.00322261
-8.722315e-007,-0.00322261
-8.720315e-007,0.0095769
-8.718315e-007,-0.00322261
-8.716315e-007,0.00317715
-8.714315e-007,-0.00322261
-8.712315e-007,-0.00322261
-8.710315e-007,-0.00962236
-8.708315e-007,0.0095769
-8.706315e-007,-0.00322261
-8.704315e-007,-0.00322261
-8.702315e-007,-0.0160221
-8.700315e-007,-0.00962236
-8.698315e-007,-0.00322261
-8.696315e-007,-0.0160221
-8.694315e-007,0.00317715
-8.692315e-007,0.0095769
-8.690315e-007,0.00317715
-8.688315e-007,-0.00322261
-8.686315e-007,0.00317715
-8.684315e-007,0.00317715
-8.682315e-007,-0.00322261
-8.680315e-007,-0.00322261
-8.678315e-007,-0.00322261
-8.676315e-007,-0.00962236
-8.674315e-007,-0.00322261
-8.672315e-007,-0.00322261
-8.670315e-007,-0.00322261
-8.668315e-007,-0.00322261
-8.666315e-007,-0.00322261
-8.664315e-007,0.0095769
-8.662315e-007,-0.0160221
-8.660315e-007,-0.00962236
-8.658315e-007,0.00317715
